ID,name,versionNumber,contentType,dataFileSizeBytes,createdBy,createdOn,modifiedBy,modifiedOn,parentId,synapseURL,dataFileMD5Hex,path,error
syn53497847,s6_sub-100025_rs_eeg.set,1,application/octet-stream,3221464,3473196,1707743948305,3473196,1707743948305,syn53497846,https://www.synapse.org/#!Synapse:syn53497847.1,a0935d4a02c972ef3417c107542ba190,c:\users\bhanu\.synapsecache\144\133033144\s6_sub-100025_rs_eeg.set,
syn53498035,s6_sub-100026_rs_eeg.fdt,1,application/octet-stream,107696640,3473196,1707749578845,3473196,1707749578845,syn53498034,https://www.synapse.org/#!Synapse:syn53498035.1,92d8bb9fdce9af29d1696d82d831e424,c:\users\bhanu\.synapsecache\779\133033779\s6_sub-100026_rs_eeg.fdt,
syn53498036,s6_sub-100026_rs_eeg.set,1,application/octet-stream,2691104,3473196,1707749582041,3473196,1707749582041,syn53498034,https://www.synapse.org/#!Synapse:syn53498036.1,ee5441cbb81f4f669ffee8a8c4f1303c,c:\users\bhanu\.synapsecache\780\133033780\s6_sub-100026_rs_eeg.set,
syn53497844,s6_sub-100027_rs_eeg.set,1,application/octet-stream,3061840,3473196,1707743945159,3473196,1707743945159,syn53497843,https://www.synapse.org/#!Synapse:syn53497844.1,14b0e89097b8faea7b616d4d5ed50728,c:\users\bhanu\.synapsecache\143\133033143\s6_sub-100027_rs_eeg.set,
syn53498031,s6_sub-100028_rs_eeg.fdt,1,application/octet-stream,75592704,3473196,1707749479933,3473196,1707749479933,syn53498022,https://www.synapse.org/#!Synapse:syn53498031.1,04acdfb52c770f1cd1c8d89e10134b2e,c:\users\bhanu\.synapsecache\774\133033774\s6_sub-100028_rs_eeg.fdt,
syn53498032,s6_sub-100028_rs_eeg.set,1,application/octet-stream,2122856,3473196,1707749485524,3473196,1707749485524,syn53498022,https://www.synapse.org/#!Synapse:syn53498032.1,04ae84b83521206270e81bfa030643fd,c:\users\bhanu\.synapsecache\775\133033775\s6_sub-100028_rs_eeg.set,
syn53497840,s6_sub-100029_rs_eeg.fdt,1,application/octet-stream,173879808,3473196,1707743938835,3473196,1707743938835,syn53497839,https://www.synapse.org/#!Synapse:syn53497840.1,ddfb796173042c9e6136c728f8eb5d30,c:\users\bhanu\.synapsecache\139\133033139\s6_sub-100029_rs_eeg.fdt,
syn53497841,s6_sub-100029_rs_eeg.set,1,application/octet-stream,3493456,3473196,1707743941711,3473196,1707743941711,syn53497839,https://www.synapse.org/#!Synapse:syn53497841.1,416277dfc062ee9e10ac2c3ef882ef57,c:\users\bhanu\.synapsecache\141\133033141\s6_sub-100029_rs_eeg.set,
syn53498088,s6_sub-10002_rs_eeg.fdt,1,application/octet-stream,95531520,3473196,1707749874745,3473196,1707749874745,syn53498083,https://www.synapse.org/#!Synapse:syn53498088.1,70a39ed0166edd43ae73d9e097980d8b,c:\users\bhanu\.synapsecache\826\133033826\s6_sub-10002_rs_eeg.fdt,
syn53498089,s6_sub-10002_rs_eeg.set,1,application/octet-stream,2265160,3473196,1707749877713,3473196,1707749877713,syn53498083,https://www.synapse.org/#!Synapse:syn53498089.1,c67e529b15990f8da2d9ea3e949700c4,c:\users\bhanu\.synapsecache\828\133033828\s6_sub-10002_rs_eeg.set,
syn53498013,s6_sub-100030_rs_eeg.fdt,1,application/octet-stream,95892480,3473196,1707749292721,3473196,1707749292721,syn53498010,https://www.synapse.org/#!Synapse:syn53498013.1,193fa700abe836d6cd56d006b047306d,c:\users\bhanu\.synapsecache\761\133033761\s6_sub-100030_rs_eeg.fdt,
syn53498014,s6_sub-100030_rs_eeg.set,1,application/octet-stream,2483608,3473196,1707749295643,3473196,1707749295643,syn53498010,https://www.synapse.org/#!Synapse:syn53498014.1,0d89f52d8aac1fc7ebaaaf2332da712e,c:\users\bhanu\.synapsecache\762\133033762\s6_sub-100030_rs_eeg.set,
syn53498007,s6_sub-100031_rs_eeg.fdt,1,application/octet-stream,93888512,3473196,1707749259872,3473196,1707749259872,syn53498006,https://www.synapse.org/#!Synapse:syn53498007.1,093be2abdb4929f3760f41069554f8a3,c:\users\bhanu\.synapsecache\757\133033757\s6_sub-100031_rs_eeg.fdt,
syn53498008,s6_sub-100031_rs_eeg.set,1,application/octet-stream,2243592,3473196,1707749262836,3473196,1707749262836,syn53498006,https://www.synapse.org/#!Synapse:syn53498008.1,815d9e1d786af41b230ff5d03867c4b2,c:\users\bhanu\.synapsecache\758\133033758\s6_sub-100031_rs_eeg.set,
syn53497837,s6_sub-100032_rs_eeg.set,1,application/octet-stream,3264568,3473196,1707743891878,3473196,1707743891878,syn53497836,https://www.synapse.org/#!Synapse:syn53497837.1,0d054dbc3f4c24a9da8fcfb084abbe90,c:\users\bhanu\.synapsecache\125\133033125\s6_sub-100032_rs_eeg.set,
syn53498003,s6_sub-100033_rs_eeg.fdt,1,application/octet-stream,94040064,3473196,1707749167130,3473196,1707749167130,syn53497971,https://www.synapse.org/#!Synapse:syn53498003.1,b56c84a01305267d692b7e398f7daf9d,c:\users\bhanu\.synapsecache\752\133033752\s6_sub-100033_rs_eeg.fdt,
syn53498004,s6_sub-100033_rs_eeg.set,1,application/octet-stream,2245960,3473196,1707749175341,3473196,1707749175341,syn53497971,https://www.synapse.org/#!Synapse:syn53498004.1,fc57e8a32c5c17677e20a1d38d223438,c:\users\bhanu\.synapsecache\753\133033753\s6_sub-100033_rs_eeg.set,
syn53497829,s6_sub-100034_rs_eeg.fdt,1,application/octet-stream,154716160,3473196,1707743885513,3473196,1707743885513,syn53497828,https://www.synapse.org/#!Synapse:syn53497829.1,df689c23e149aba2dba7ceb57478f743,c:\users\bhanu\.synapsecache\121\133033121\s6_sub-100034_rs_eeg.fdt,
syn53497834,s6_sub-100034_rs_eeg.set,1,application/octet-stream,3191976,3473196,1707743888565,3473196,1707743888565,syn53497828,https://www.synapse.org/#!Synapse:syn53497834.1,983aa4965cd4a102d8bd7a8c893f32e8,c:\users\bhanu\.synapsecache\123\133033123\s6_sub-100034_rs_eeg.set,
syn53497968,s6_sub-100035_rs_eeg.fdt,1,application/octet-stream,70277120,3473196,1707748989417,3473196,1707748989417,syn53497943,https://www.synapse.org/#!Synapse:syn53497968.1,4cb1a85a3343f90f28edfc36cadb85c4,c:\users\bhanu\.synapsecache\724\133033724\s6_sub-100035_rs_eeg.fdt,
syn53497969,s6_sub-100035_rs_eeg.set,1,application/octet-stream,1870568,3473196,1707748997188,3473196,1707748997188,syn53497943,https://www.synapse.org/#!Synapse:syn53497969.1,c0447a7499b258e052b277c0932cf57a,c:\users\bhanu\.synapsecache\725\133033725\s6_sub-100035_rs_eeg.set,
syn53497826,s6_sub-100036_rs_eeg.set,1,application/octet-stream,3042928,3473196,1707743841957,3473196,1707743841957,syn53497825,https://www.synapse.org/#!Synapse:syn53497826.1,275f62b859cf8486d1faf895653a1f25,c:\users\bhanu\.synapsecache\104\133033104\s6_sub-100036_rs_eeg.set,
syn53497822,s6_sub-100037_rs_eeg.fdt,1,application/octet-stream,142648320,3473196,1707743835837,3473196,1707743835837,syn53497821,https://www.synapse.org/#!Synapse:syn53497822.1,7ef0c443d6bc73f23389e390dc2b622c,c:\users\bhanu\.synapsecache\102\133033102\s6_sub-100037_rs_eeg.fdt,
syn53497823,s6_sub-100037_rs_eeg.set,1,application/octet-stream,3005464,3473196,1707743838821,3473196,1707743838821,syn53497821,https://www.synapse.org/#!Synapse:syn53497823.1,d9509a78699f9bc7ba378c4aeac2c800,c:\users\bhanu\.synapsecache\103\133033103\s6_sub-100037_rs_eeg.set,
syn53497940,s6_sub-100038_rs_eeg.fdt,1,application/octet-stream,90696704,3473196,1707748784389,3473196,1707748784389,syn53497936,https://www.synapse.org/#!Synapse:syn53497940.1,fe4f2fc52ee4492c668fd6bbdd725306,c:\users\bhanu\.synapsecache\707\133033707\s6_sub-100038_rs_eeg.fdt,
syn53497941,s6_sub-100038_rs_eeg.set,1,application/octet-stream,2191672,3473196,1707748788815,3473196,1707748788815,syn53497936,https://www.synapse.org/#!Synapse:syn53497941.1,24661b7b3fc7621e8a0d7132e4596565,c:\users\bhanu\.synapsecache\708\133033708\s6_sub-100038_rs_eeg.set,
syn53497819,s6_sub-100039_rs_eeg.set,1,application/octet-stream,3420256,3473196,1707743794589,3473196,1707743794589,syn53497818,https://www.synapse.org/#!Synapse:syn53497819.1,6488e86c46832ef3d7f63f93ae4e6dd2,c:\users\bhanu\.synapsecache\101\133033101\s6_sub-100039_rs_eeg.set,
syn53498019,s6_sub-10003_rs_eeg.fdt,1,application/octet-stream,152214528,3473196,1707749359332,3473196,1707749359332,syn53498016,https://www.synapse.org/#!Synapse:syn53498019.1,ff5364a4c644ee698784ece1d99e34cc,c:\users\bhanu\.synapsecache\765\133033765\s6_sub-10003_rs_eeg.fdt,
syn53498020,s6_sub-10003_rs_eeg.set,1,application/octet-stream,3154928,3473196,1707749366745,3473196,1707749366745,syn53498016,https://www.synapse.org/#!Synapse:syn53498020.1,e69072ae35dbbfdac3d1c9a768091643,c:\users\bhanu\.synapsecache\766\133033766\s6_sub-10003_rs_eeg.set,
syn53497816,s6_sub-100040_rs_eeg.set,1,application/octet-stream,2463480,3473196,1707743790346,3473196,1707743790346,syn53497815,https://www.synapse.org/#!Synapse:syn53497816.1,d0f504fe88db74d1fd1d4fc72443b5fb,c:\users\bhanu\.synapsecache\100\133033100\s6_sub-100040_rs_eeg.set,
syn53497813,s6_sub-100041_rs_eeg.set,1,application/octet-stream,3044544,3473196,1707743786634,3473196,1707743786634,syn53497812,https://www.synapse.org/#!Synapse:syn53497813.1,f1f748248fe3043544a7e10b58fde595,c:\users\bhanu\.synapsecache\99\133033099\s6_sub-100041_rs_eeg.set,
syn53497810,s6_sub-100042_rs_eeg.set,1,application/octet-stream,3355008,3473196,1707743782530,3473196,1707743782530,syn53497809,https://www.synapse.org/#!Synapse:syn53497810.1,32397b7230000680bd5bb4b490e9b73c,c:\users\bhanu\.synapsecache\98\133033098\s6_sub-100042_rs_eeg.set,
syn53497806,s6_sub-100043_rs_eeg.fdt,1,application/octet-stream,155084288,3473196,1707743774698,3473196,1707743774698,syn53497805,https://www.synapse.org/#!Synapse:syn53497806.1,f960aae70254615294c69660369e7217,c:\users\bhanu\.synapsecache\96\133033096\s6_sub-100043_rs_eeg.fdt,
syn53497807,s6_sub-100043_rs_eeg.set,1,application/octet-stream,3199776,3473196,1707743778464,3473196,1707743778464,syn53497805,https://www.synapse.org/#!Synapse:syn53497807.1,3b3e475600d4983fcf2ff4904c718468,c:\users\bhanu\.synapsecache\97\133033097\s6_sub-100043_rs_eeg.set,
syn53497803,s6_sub-100044_rs_eeg.set,1,application/octet-stream,2876560,3473196,1707743697745,3473196,1707743697745,syn53497802,https://www.synapse.org/#!Synapse:syn53497803.1,533fc23ff56929e52949d94d55f264a8,c:\users\bhanu\.synapsecache\89\133033089\s6_sub-100044_rs_eeg.set,
syn53497800,s6_sub-100045_rs_eeg.set,1,application/octet-stream,3250912,3473196,1707743694364,3473196,1707743694364,syn53497799,https://www.synapse.org/#!Synapse:syn53497800.1,9a98c5d5a43f13e2b01ac4336ab6ecff,c:\users\bhanu\.synapsecache\88\133033088\s6_sub-100045_rs_eeg.set,
syn53497797,s6_sub-100046_rs_eeg.set,1,application/octet-stream,3252320,3473196,1707743690847,3473196,1707743690847,syn53497796,https://www.synapse.org/#!Synapse:syn53497797.1,f0393da4982ddc1825182431be0b70ab,c:\users\bhanu\.synapsecache\87\133033087\s6_sub-100046_rs_eeg.set,
syn53497933,s6_sub-10004_rs_eeg.fdt,1,application/octet-stream,106714624,3473196,1707748752108,3473196,1707748752108,syn53497931,https://www.synapse.org/#!Synapse:syn53497933.1,fbdf4dc6418dd0b114ee339c1934f0ea,c:\users\bhanu\.synapsecache\702\133033702\s6_sub-10004_rs_eeg.fdt,
syn53497934,s6_sub-10004_rs_eeg.set,1,application/octet-stream,2443992,3473196,1707748754923,3473196,1707748754923,syn53497931,https://www.synapse.org/#!Synapse:syn53497934.1,2839d255773b4595163b3f1ae3c6c2e8,c:\users\bhanu\.synapsecache\703\133033703\s6_sub-10004_rs_eeg.set,
syn53497793,s6_sub-10005_rs_eeg.fdt,1,application/octet-stream,152399360,3473196,1707743684277,3473196,1707743684277,syn53497792,https://www.synapse.org/#!Synapse:syn53497793.1,c3bc080aca2d50199d03f111ae04f0ef,c:\users\bhanu\.synapsecache\85\133033085\s6_sub-10005_rs_eeg.fdt,
syn53497794,s6_sub-10005_rs_eeg.set,1,application/octet-stream,3157816,3473196,1707743687315,3473196,1707743687315,syn53497792,https://www.synapse.org/#!Synapse:syn53497794.1,1fd3b6c209e518d6297f6471e57bf970,c:\users\bhanu\.synapsecache\86\133033086\s6_sub-10005_rs_eeg.set,
syn53497928,s6_sub-10006_rs_eeg.fdt,1,application/octet-stream,114631680,3473196,1707748718445,3473196,1707748718445,syn53497926,https://www.synapse.org/#!Synapse:syn53497928.1,dc0ef8112d07a6002ee3f8e44a695c9b,c:\users\bhanu\.synapsecache\699\133033699\s6_sub-10006_rs_eeg.fdt,
syn53497929,s6_sub-10006_rs_eeg.set,1,application/octet-stream,2567696,3473196,1707748721280,3473196,1707748721280,syn53497926,https://www.synapse.org/#!Synapse:syn53497929.1,3765727630f888f3e8a53721d56c5783,c:\users\bhanu\.synapsecache\700\133033700\s6_sub-10006_rs_eeg.set,
syn53497923,s6_sub-10007_rs_eeg.fdt,1,application/octet-stream,93703680,3473196,1707748681631,3473196,1707748681631,syn53497920,https://www.synapse.org/#!Synapse:syn53497923.1,98d8ef9265b84c149e58ad09f315d5e2,c:\users\bhanu\.synapsecache\697\133033697\s6_sub-10007_rs_eeg.fdt,
syn53497924,s6_sub-10007_rs_eeg.set,1,application/octet-stream,2238648,3473196,1707748684455,3473196,1707748684455,syn53497920,https://www.synapse.org/#!Synapse:syn53497924.1,3ebb6cd18121bb534585163a11e7e302,c:\users\bhanu\.synapsecache\698\133033698\s6_sub-10007_rs_eeg.set,
syn53497789,s6_sub-10008_rs_eeg.fdt,1,application/octet-stream,156839424,3473196,1707743634419,3473196,1707743634419,syn53497788,https://www.synapse.org/#!Synapse:syn53497789.1,e7f43e1c097e7e196684fa213bbfcae1,c:\users\bhanu\.synapsecache\83\133033083\s6_sub-10008_rs_eeg.fdt,
syn53497790,s6_sub-10008_rs_eeg.set,1,application/octet-stream,3227192,3473196,1707743637346,3473196,1707743637346,syn53497788,https://www.synapse.org/#!Synapse:syn53497790.1,d68748bdc6dbbd3e49c633eadba872c1,c:\users\bhanu\.synapsecache\84\133033084\s6_sub-10008_rs_eeg.set,
syn53497917,s6_sub-10009_rs_eeg.fdt,1,application/octet-stream,98850816,3473196,1707748651700,3473196,1707748651700,syn53497916,https://www.synapse.org/#!Synapse:syn53497917.1,6ae2d20b055f6d8ac17266d5c48ac8f3,c:\users\bhanu\.synapsecache\693\133033693\s6_sub-10009_rs_eeg.fdt,
syn53497918,s6_sub-10009_rs_eeg.set,1,application/octet-stream,2321120,3473196,1707748654452,3473196,1707748654452,syn53497916,https://www.synapse.org/#!Synapse:syn53497918.1,b11058907c4bfde689509154533e2a88,c:\users\bhanu\.synapsecache\694\133033694\s6_sub-10009_rs_eeg.set,
syn53224756,s6_sub-20001_rs-HEP_eeg.set,1,application/octet-stream,158323032,3473196,1704619593197,3473196,1704619593197,syn53223541,https://www.synapse.org/#!Synapse:syn53224756.1,974a231e5c61826fcbca1dcca57fbf7a,c:\users\bhanu\.synapsecache\182\132106182\s6_sub-20001_rs-hep_eeg.set,
syn53545737,s6_sub-20002_rs-HEP_eeg.set,1,application/octet-stream,160627672,3473196,1707916672485,3473196,1707916672485,syn53545487,https://www.synapse.org/#!Synapse:syn53545737.1,c0cdc5276face0567abf1e75f94b4911,c:\users\bhanu\.synapsecache\266\133143266\s6_sub-20002_rs-hep_eeg.set,
syn53223537,s6_sub-20003_rs-HEP_eeg.set,1,application/octet-stream,123684792,3473196,1704619427757,3473196,1704619427757,syn53223040,https://www.synapse.org/#!Synapse:syn53223537.1,a6bf3958a0f7cadb5384915523af36ed,c:\users\bhanu\.synapsecache\965\132104965\s6_sub-20003_rs-hep_eeg.set,
syn53545482,s6_sub-20004_rs-HEP_eeg.set,1,application/octet-stream,128443992,3473196,1707916620402,3473196,1707916620402,syn53545273,https://www.synapse.org/#!Synapse:syn53545482.1,05e633ee3a7fb1f20740e8e76dc2f30a,c:\users\bhanu\.synapsecache\8\133143008\s6_sub-20004_rs-hep_eeg.set,
syn53545267,s6_sub-20005_rs-HEP_eeg.set,1,application/octet-stream,162738416,3473196,1707916577742,3473196,1707916577742,syn53545246,https://www.synapse.org/#!Synapse:syn53545267.1,7b56d1eac3d5e672b35fc10c631d600a,c:\users\bhanu\.synapsecache\795\133142795\s6_sub-20005_rs-hep_eeg.set,
syn53223038,s6_sub-20006_rs-HEP_eeg.set,1,application/octet-stream,53001864,3473196,1704619297628,3473196,1704619297628,syn53223037,https://www.synapse.org/#!Synapse:syn53223038.1,8466217b0aedaf9dc42b7a46e0bacb4c,c:\users\bhanu\.synapsecache\467\132104467\s6_sub-20006_rs-hep_eeg.set,
syn53545244,s6_sub-20007_rs-HEP_eeg.set,1,application/octet-stream,118060504,3473196,1707916528282,3473196,1707916528282,syn53545243,https://www.synapse.org/#!Synapse:syn53545244.1,cc24d1ffbb5f14d87147868493c31e03,c:\users\bhanu\.synapsecache\774\133142774\s6_sub-20007_rs-hep_eeg.set,
syn53545241,s6_sub-20008_rs-HEP_eeg.set,1,application/octet-stream,99705512,3473196,1707916489080,3473196,1707916489080,syn53545239,https://www.synapse.org/#!Synapse:syn53545241.1,e03d3843ab03876135f061d271991512,c:\users\bhanu\.synapsecache\773\133142773\s6_sub-20008_rs-hep_eeg.set,
syn53223035,s6_sub-20009_rs-HEP_eeg.set,1,application/octet-stream,64753784,3473196,1704619237574,3473196,1704619237574,syn53223033,https://www.synapse.org/#!Synapse:syn53223035.1,3af946294d5bba024003733753f22f2e,c:\users\bhanu\.synapsecache\466\132104466\s6_sub-20009_rs-hep_eeg.set,
syn53223031,s6_sub-20010_rs-HEP_eeg.set,1,application/octet-stream,72237552,3473196,1704619169655,3473196,1704619169655,syn53223030,https://www.synapse.org/#!Synapse:syn53223031.1,52a1c289b69c33058c25125e29a323c5,c:\users\bhanu\.synapsecache\465\132104465\s6_sub-20010_rs-hep_eeg.set,
syn53545235,s6_sub-20011_rs-HEP_eeg.set,1,application/octet-stream,112197536,3473196,1707916455468,3473196,1707916455468,syn53545232,https://www.synapse.org/#!Synapse:syn53545235.1,0b6be6e72e2bd67734bb66fb1a2e73bf,c:\users\bhanu\.synapsecache\769\133142769\s6_sub-20011_rs-hep_eeg.set,
syn53223028,s6_sub-20012_rs-HEP_eeg.set,1,application/octet-stream,84170512,3473196,1704619093372,3473196,1704619093372,syn53223027,https://www.synapse.org/#!Synapse:syn53223028.1,b61a6fed57f55fdcd70562a1276d42a6,c:\users\bhanu\.synapsecache\464\132104464\s6_sub-20012_rs-hep_eeg.set,
syn53223025,s6_sub-20013_rs-HEP_eeg.set,1,application/octet-stream,19553752,3473196,1704619004411,3473196,1704619004411,syn53223024,https://www.synapse.org/#!Synapse:syn53223025.1,6530c1cbf1c408dca1122aff4a67b010,c:\users\bhanu\.synapsecache\456\132104456\s6_sub-20013_rs-hep_eeg.set,
syn53223022,s6_sub-20014_rs-HEP_eeg.set,1,application/octet-stream,60535976,3473196,1704618983106,3473196,1704618983106,syn53223021,https://www.synapse.org/#!Synapse:syn53223022.1,44de5b9736c84cfc35a6faeb831a67a3,c:\users\bhanu\.synapsecache\453\132104453\s6_sub-20014_rs-hep_eeg.set,
syn53223019,s6_sub-20015_rs-HEP_eeg.set,1,application/octet-stream,125992552,3473196,1704618918825,3473196,1704618918825,syn53223018,https://www.synapse.org/#!Synapse:syn53223019.1,84f0517a04f0c40e968929a89d75eda6,c:\users\bhanu\.synapsecache\436\132104436\s6_sub-20015_rs-hep_eeg.set,
syn53223016,s6_sub-20016_rs-HEP_eeg.set,1,application/octet-stream,114268752,3473196,1704618783121,3473196,1704618783121,syn53223015,https://www.synapse.org/#!Synapse:syn53223016.1,5d69e0677ba73e7733058b66003b21f2,c:\users\bhanu\.synapsecache\435\132104435\s6_sub-20016_rs-hep_eeg.set,
syn53223013,s6_sub-20017_rs-HEP_eeg.set,1,application/octet-stream,75977472,3473196,1704618638716,3473196,1704618638716,syn53222701,https://www.synapse.org/#!Synapse:syn53223013.1,0385cd4c35ecc5267c7d44781bbb40ff,c:\users\bhanu\.synapsecache\432\132104432\s6_sub-20017_rs-hep_eeg.set,
syn53222699,s6_sub-20018_rs-HEP_eeg.set,1,application/octet-stream,121254312,3473196,1704585518442,3473196,1704585518442,syn53222698,https://www.synapse.org/#!Synapse:syn53222699.1,a019571ce681dcba13e033f9362e7f9a,c:\users\bhanu\.synapsecache\414\132103414\s6_sub-20018_rs-hep_eeg.set,
syn53222696,s6_sub-20019_rs-HEP_eeg.set,1,application/octet-stream,110555208,3473196,1704585381120,3473196,1704585381120,syn53222691,https://www.synapse.org/#!Synapse:syn53222696.1,04c45534420715b7a47d40700744dd1f,c:\users\bhanu\.synapsecache\413\132103413\s6_sub-20019_rs-hep_eeg.set,
syn53222596,s6_sub-30001_rs-HEP_eeg.set,1,application/octet-stream,83936048,3473196,1704582875852,3473196,1704582875852,syn53222595,https://www.synapse.org/#!Synapse:syn53222596.1,8b7ff7090a70e17c78f617333d160ea5,c:\users\bhanu\.synapsecache\327\132103327\s6_sub-30001_rs-hep_eeg.set,
syn53222593,s6_sub-30002_rs-HEP_eeg.set,1,application/octet-stream,86832904,3473196,1704582786584,3473196,1704582786584,syn53222592,https://www.synapse.org/#!Synapse:syn53222593.1,109b6210739e3de7314ed8131cdfdda7,c:\users\bhanu\.synapsecache\325\132103325\s6_sub-30002_rs-hep_eeg.set,
syn53237741,s6_sub-30003_rs-HEP_eeg.set,1,application/octet-stream,117461544,3473196,1704663202245,3473196,1704663202245,syn53237732,https://www.synapse.org/#!Synapse:syn53237741.1,c48b7006c7654bb1a35a48c6661a0ac8,c:\users\bhanu\.synapsecache\490\132132490\s6_sub-30003_rs-hep_eeg.set,
syn53222590,s6_sub-30004_rs-HEP_eeg.set,1,application/octet-stream,76631088,3473196,1704582690247,3473196,1704582690247,syn53222589,https://www.synapse.org/#!Synapse:syn53222590.1,123f35e0617cf4dd97950f8dd7bd7be0,c:\users\bhanu\.synapsecache\320\132103320\s6_sub-30004_rs-hep_eeg.set,
syn53237730,s6_sub-30005_rs-HEP_eeg.set,1,application/octet-stream,155574856,3473196,1704663071572,3473196,1704663071572,syn53237725,https://www.synapse.org/#!Synapse:syn53237730.1,1b4e8f3fb93cdcfaf90da69dcd90290a,c:\users\bhanu\.synapsecache\481\132132481\s6_sub-30005_rs-hep_eeg.set,
syn53237723,s6_sub-30006_rs-HEP_eeg.set,1,application/octet-stream,165894744,3473196,1704662880787,3473196,1704662880787,syn53237722,https://www.synapse.org/#!Synapse:syn53237723.1,2fdd7735ee3fd48aa3729cea0aa34ee7,c:\users\bhanu\.synapsecache\476\132132476\s6_sub-30006_rs-hep_eeg.set,
syn53237720,s6_sub-30007_rs-HEP_eeg.set,1,application/octet-stream,135314688,3473196,1704662706227,3473196,1704662706227,syn53237719,https://www.synapse.org/#!Synapse:syn53237720.1,8ce481d00f1ae2dce5f6d9845f7fae77,c:\users\bhanu\.synapsecache\473\132132473\s6_sub-30007_rs-hep_eeg.set,
syn53222587,s6_sub-30008_rs-HEP_eeg.set,1,application/octet-stream,84439344,3473196,1704582602368,3473196,1704582602368,syn53222585,https://www.synapse.org/#!Synapse:syn53222587.1,64dafcb9788f1927f47d7b3f1fd1d5eb,c:\users\bhanu\.synapsecache\316\132103316\s6_sub-30008_rs-hep_eeg.set,
syn53222583,s6_sub-30009_rs-HEP_eeg.set,1,application/octet-stream,108410336,3473196,1704582505894,3473196,1704582505894,syn53222582,https://www.synapse.org/#!Synapse:syn53222583.1,fecaa636449963efc11f5c2fd9d95144,c:\users\bhanu\.synapsecache\312\132103312\s6_sub-30009_rs-hep_eeg.set,
syn53237717,s6_sub-30010_rs-HEP_eeg.set,1,application/octet-stream,126635784,3473196,1704662566312,3473196,1704662566312,syn53237716,https://www.synapse.org/#!Synapse:syn53237717.1,5d036a36118739b9561eef0c789fc9b9,c:\users\bhanu\.synapsecache\472\132132472\s6_sub-30010_rs-hep_eeg.set,
syn53222580,s6_sub-30011_rs-HEP_eeg.set,1,application/octet-stream,38446248,3473196,1704582378347,3473196,1704582378347,syn53222578,https://www.synapse.org/#!Synapse:syn53222580.1,aa1d72de5465b2caa2208379a6ab80c0,c:\users\bhanu\.synapsecache\311\132103311\s6_sub-30011_rs-hep_eeg.set,
syn53222576,s6_sub-30012_rs-HEP_eeg.set,1,application/octet-stream,61393496,3473196,1704582333443,3473196,1704582333443,syn53222575,https://www.synapse.org/#!Synapse:syn53222576.1,f05a575021630f26fe7c1a9fa4167c99,c:\users\bhanu\.synapsecache\309\132103309\s6_sub-30012_rs-hep_eeg.set,
syn53222573,s6_sub-30013_rs-HEP_eeg.set,1,application/octet-stream,99435624,3473196,1704582260642,3473196,1704582260642,syn53222572,https://www.synapse.org/#!Synapse:syn53222573.1,3b5d02f3788079af7fafa5172ed50f51,c:\users\bhanu\.synapsecache\308\132103308\s6_sub-30013_rs-hep_eeg.set,
syn53237714,s6_sub-30014_rs-HEP_eeg.set,1,application/octet-stream,145896128,3473196,1704662410306,3473196,1704662410306,syn53237712,https://www.synapse.org/#!Synapse:syn53237714.1,1e328f7885c9e6436e4c025d922d5914,c:\users\bhanu\.synapsecache\471\132132471\s6_sub-30014_rs-hep_eeg.set,
syn53222570,s6_sub-30015_rs-HEP_eeg.set,1,application/octet-stream,43760848,3473196,1704582153978,3473196,1704582153978,syn53222569,https://www.synapse.org/#!Synapse:syn53222570.1,f1164f191e56aa1aaa02e489f34e3494,c:\users\bhanu\.synapsecache\307\132103307\s6_sub-30015_rs-hep_eeg.set,
syn53237710,s6_sub-30016_rs-HEP_eeg.set,1,application/octet-stream,129221760,3473196,1704662227119,3473196,1704662227119,syn53237709,https://www.synapse.org/#!Synapse:syn53237710.1,e01188dcae6657e3047acc949277bee6,c:\users\bhanu\.synapsecache\465\132132465\s6_sub-30016_rs-hep_eeg.set,
syn53222567,s6_sub-30017_rs-HEP_eeg.set,1,application/octet-stream,67274144,3473196,1704582100839,3473196,1704582100839,syn53222564,https://www.synapse.org/#!Synapse:syn53222567.1,22cab7dfdf564743a7da7d4dfb4e22bd,c:\users\bhanu\.synapsecache\306\132103306\s6_sub-30017_rs-hep_eeg.set,
syn53222562,s6_sub-30018_rs-HEP_eeg.set,1,application/octet-stream,113581768,3473196,1704582018438,3473196,1704582018438,syn53222561,https://www.synapse.org/#!Synapse:syn53222562.1,3d47f9ef86f7f02c784d79e8be6b8c47,c:\users\bhanu\.synapsecache\301\132103301\s6_sub-30018_rs-hep_eeg.set,
syn53545138,s6_sub-30019_rs-HEP_eeg.set,1,application/octet-stream,141282624,3473196,1707913417083,3473196,1707913417083,syn53545137,https://www.synapse.org/#!Synapse:syn53545138.1,2e6e9a30fe6da2f4a2c62a54b9752a1b,c:\users\bhanu\.synapsecache\666\133142666\s6_sub-30019_rs-hep_eeg.set,
syn53222559,s6_sub-30020_rs-HEP_eeg.set,1,application/octet-stream,92716216,3473196,1704581897072,3473196,1704581897072,syn53222558,https://www.synapse.org/#!Synapse:syn53222559.1,3a2722897370bb05a33ee8f57617f773,c:\users\bhanu\.synapsecache\300\132103300\s6_sub-30020_rs-hep_eeg.set,
